test instance:16, number of pickup points: 40, number of delivery points: 100, number of orders: 200, number of riders: 100
nodes:
[no:1, type:'pickup point', x:0.834, y:1.197]
[no:122, pickup point: 13, delivery point: 45, distance: 2.927, earliest pickup time: 0.62, latest pick time: 0.78, pickup time: 0.17, earliest delivery time: 1.73, latest delivery time: 1.88, delivery time: 0.18]
[no:123, pickup point: 29, delivery point: 46, distance: 10.49, earliest pickup time: 0.62, latest pick time: 0.78, pickup time: 0.13, earliest delivery time: 3.71, latest delivery time: 3.9, delivery time: 0.19]
[no:124, pickup point: 25, delivery point: 55, distance: 7.289, earliest pickup time: 0.63, latest pick time: 0.83, pickup time: 0.11, earliest delivery time: 2.89, latest delivery time: 3.11, delivery time: 0.16]
[no:125, pickup point: 2, delivery point: 114, distance: 7.255, earliest pickup time: 0.63, latest pick time: 0.87, pickup time: 0.17, earliest delivery time: 2.97, latest delivery time: 3.19, delivery time: 0.16]
[no:126, pickup point: 24, delivery point: 96, distance: 8.079, earliest pickup time: 0.64, latest pick time: 0.75, pickup time: 0.18, earliest delivery time: 3.08, latest delivery time: 3.32, delivery time: 0.15]
[no:127, pickup point: 33, delivery point: 73, distance: 1.203, earliest pickup time: 0.64, latest pick time: 0.86, pickup time: 0.2, earliest delivery time: 1.37, latest delivery time: 1.57, delivery time: 0.15]
[no:128, pickup point: 8, delivery point: 86, distance: 1.107, earliest pickup time: 0.64, latest pick time: 0.87, pickup time: 0.17, earliest delivery time: 1.34, latest delivery time: 1.48, delivery time: 0.13]
[no:129, pickup point: 11, delivery point: 100, distance: 6.758, earliest pickup time: 0.65, latest pick time: 0.81, pickup time: 0.14, earliest delivery time: 2.75, latest delivery time: 2.9, delivery time: 0.15]
[no:130, pickup point: 20, delivery point: 78, distance: 5.787, earliest pickup time: 0.65, latest pick time: 0.88, pickup time: 0.17, earliest delivery time: 2.6, latest delivery time: 2.81, delivery time: 0.14]
[no:131, pickup point: 23, delivery point: 113, distance: 7.802, earliest pickup time: 0.66, latest pick time: 0.78, pickup time: 0.12, earliest delivery time: 2.99, latest delivery time: 3.12, delivery time: 0.18]
[no:132, pickup point: 28, delivery point: 137, distance: 3.462, earliest pickup time: 0.66, latest pick time: 0.82, pickup time: 0.16, earliest delivery time: 1.9, latest delivery time: 2.04, delivery time: 0.15]
[no:133, pickup point: 24, delivery point: 71, distance: 1.881, earliest pickup time: 0.66, latest pick time: 0.85, pickup time: 0.13, earliest delivery time: 1.49, latest delivery time: 1.72, delivery time: 0.12]
[no:134, pickup point: 25, delivery point: 67, distance: 2.425, earliest pickup time: 0.67, latest pick time: 0.79, pickup time: 0.1, earliest delivery time: 1.54, latest delivery time: 1.71, delivery time: 0.18]
[no:135, pickup point: 3, delivery point: 106, distance: 1.917, earliest pickup time: 0.67, latest pick time: 0.85, pickup time: 0.11, earliest delivery time: 1.47, latest delivery time: 1.65, delivery time: 0.15]
[no:136, pickup point: 11, delivery point: 75, distance: 2.062, earliest pickup time: 0.67, latest pick time: 0.89, pickup time: 0.12, earliest delivery time: 1.56, latest delivery time: 1.78, delivery time: 0.15]
[no:137, pickup point: 18, delivery point: 43, distance: 2.66, earliest pickup time: 0.67, latest pick time: 0.9, pickup time: 0.12, earliest delivery time: 1.73, latest delivery time: 1.9, delivery time: 0.18]
[no:138, pickup point: 7, delivery point: 75, distance: 6.003, earliest pickup time: 0.69, latest pick time: 0.8, pickup time: 0.17, earliest delivery time: 2.57, latest delivery time: 2.71, delivery time: 0.18]
[no:139, pickup point: 22, delivery point: 117, distance: 4.886, earliest pickup time: 0.69, latest pick time: 0.82, pickup time: 0.12, earliest delivery time: 2.24, latest delivery time: 2.45, delivery time: 0.18]
[no:140, pickup point: 30, delivery point: 132, distance: 6.825, earliest pickup time: 0.69, latest pick time: 0.83, pickup time: 0.11, earliest delivery time: 2.75, latest delivery time: 2.87, delivery time: 0.1]
[no:141, pickup point: 2, delivery point: 60, distance: 4.729, earliest pickup time: 0.69, latest pick time: 0.84, pickup time: 0.15, earliest delivery time: 2.26, latest delivery time: 2.41, delivery time: 0.1]
[no:142, pickup point: 31, delivery point: 106, distance: 1.637, earliest pickup time: 0.69, latest pick time: 0.9, pickup time: 0.2, earliest delivery time: 1.54, latest delivery time: 1.67, delivery time: 0.18]
[no:143, pickup point: 36, delivery point: 105, distance: 5.821, earliest pickup time: 0.69, latest pick time: 0.91, pickup time: 0.16, earliest delivery time: 2.63, latest delivery time: 2.8, delivery time: 0.19]
[no:144, pickup point: 29, delivery point: 90, distance: 7.113, earliest pickup time: 0.69, latest pick time: 0.92, pickup time: 0.14, earliest delivery time: 2.95, latest delivery time: 3.06, delivery time: 0.15]
[no:145, pickup point: 26, delivery point: 115, distance: 1.65, earliest pickup time: 0.71, latest pick time: 0.84, pickup time: 0.18, earliest delivery time: 1.46, latest delivery time: 1.59, delivery time: 0.19]
[no:146, pickup point: 24, delivery point: 134, distance: 7.048, earliest pickup time: 0.71, latest pick time: 0.87, pickup time: 0.18, earliest delivery time: 2.93, latest delivery time: 3.18, delivery time: 0.17]
[no:147, pickup point: 24, delivery point: 94, distance: 8.084, earliest pickup time: 0.71, latest pick time: 0.9, pickup time: 0.11, earliest delivery time: 3.17, latest delivery time: 3.35, delivery time: 0.17]
[no:148, pickup point: 5, delivery point: 132, distance: 4.928, earliest pickup time: 0.72, latest pick time: 0.95, pickup time: 0.12, earliest delivery time: 2.38, latest delivery time: 2.57, delivery time: 0.12]
[no:149, pickup point: 25, delivery point: 113, distance: 1.985, earliest pickup time: 0.72, latest pick time: 0.96, pickup time: 0.17, earliest delivery time: 1.67, latest delivery time: 1.89, delivery time: 0.17]
[no:150, pickup point: 9, delivery point: 139, distance: 7.42, earliest pickup time: 0.73, latest pick time: 0.87, pickup time: 0.13, earliest delivery time: 2.98, latest delivery time: 3.21, delivery time: 0.11]
[no:151, pickup point: 33, delivery point: 113, distance: 2.174, earliest pickup time: 0.73, latest pick time: 0.94, pickup time: 0.19, earliest delivery time: 1.72, latest delivery time: 1.89, delivery time: 0.17]
[no:152, pickup point: 25, delivery point: 59, distance: 4.289, earliest pickup time: 0.74, latest pick time: 0.87, pickup time: 0.17, earliest delivery time: 2.19, latest delivery time: 2.29, delivery time: 0.12]
[no:153, pickup point: 21, delivery point: 111, distance: 3.108, earliest pickup time: 0.74, latest pick time: 0.95, pickup time: 0.12, earliest delivery time: 1.9, latest delivery time: 2.13, delivery time: 0.18]
[no:154, pickup point: 16, delivery point: 74, distance: 2.901, earliest pickup time: 0.74, latest pick time: 0.99, pickup time: 0.16, earliest delivery time: 1.93, latest delivery time: 2.07, delivery time: 0.15]
[no:155, pickup point: 22, delivery point: 96, distance: 9.848, earliest pickup time: 0.75, latest pick time: 0.85, pickup time: 0.12, earliest delivery time: 3.6, latest delivery time: 3.76, delivery time: 0.18]
[no:156, pickup point: 6, delivery point: 72, distance: 4.37, earliest pickup time: 0.76, latest pick time: 0.88, pickup time: 0.15, earliest delivery time: 2.19, latest delivery time: 2.41, delivery time: 0.16]
[no:157, pickup point: 16, delivery point: 77, distance: 3.882, earliest pickup time: 0.76, latest pick time: 0.89, pickup time: 0.13, earliest delivery time: 2.06, latest delivery time: 2.26, delivery time: 0.16]
[no:158, pickup point: 27, delivery point: 88, distance: 7.593, earliest pickup time: 0.76, latest pick time: 0.89, pickup time: 0.18, earliest delivery time: 3.09, latest delivery time: 3.28, delivery time: 0.14]
[no:159, pickup point: 2, delivery point: 78, distance: 8.978, earliest pickup time: 0.76, latest pick time: 0.96, pickup time: 0.2, earliest delivery time: 3.55, latest delivery time: 3.73, delivery time: 0.16]
[no:160, pickup point: 1, delivery point: 68, distance: 12.282, earliest pickup time: 0.77, latest pick time: 0.97, pickup time: 0.18, earliest delivery time: 4.43, latest delivery time: 4.65, delivery time: 0.16]
[no:161, pickup point: 23, delivery point: 94, distance: 8.888, earliest pickup time: 0.78, latest pick time: 0.89, pickup time: 0.16, earliest delivery time: 3.42, latest delivery time: 3.62, delivery time: 0.12]
[no:162, pickup point: 4, delivery point: 52, distance: 2.424, earliest pickup time: 0.78, latest pick time: 0.94, pickup time: 0.18, earliest delivery time: 1.77, latest delivery time: 2.0, delivery time: 0.15]
[no:163, pickup point: 9, delivery point: 135, distance: 7.693, earliest pickup time: 0.78, latest pick time: 1.0, pickup time: 0.11, earliest delivery time: 3.16, latest delivery time: 3.37, delivery time: 0.11]
[no:164, pickup point: 6, delivery point: 89, distance: 4.812, earliest pickup time: 0.79, latest pick time: 0.94, pickup time: 0.19, earliest delivery time: 2.42, latest delivery time: 2.58, delivery time: 0.17]
[no:165, pickup point: 22, delivery point: 129, distance: 6.084, earliest pickup time: 0.79, latest pick time: 0.98, pickup time: 0.15, earliest delivery time: 2.76, latest delivery time: 2.9, delivery time: 0.17]
[no:166, pickup point: 35, delivery point: 43, distance: 5.125, earliest pickup time: 0.8, latest pick time: 1.01, pickup time: 0.13, earliest delivery time: 2.51, latest delivery time: 2.75, delivery time: 0.12]
[no:167, pickup point: 34, delivery point: 55, distance: 1.243, earliest pickup time: 0.81, latest pick time: 0.93, pickup time: 0.1, earliest delivery time: 1.36, latest delivery time: 1.51, delivery time: 0.17]
[no:168, pickup point: 27, delivery point: 76, distance: 2.111, earliest pickup time: 0.81, latest pick time: 1.0, pickup time: 0.15, earliest delivery time: 1.72, latest delivery time: 1.85, delivery time: 0.16]
[no:169, pickup point: 22, delivery point: 76, distance: 8.158, earliest pickup time: 0.81, latest pick time: 1.03, pickup time: 0.18, earliest delivery time: 3.38, latest delivery time: 3.57, delivery time: 0.2]
[no:170, pickup point: 9, delivery point: 109, distance: 9.792, earliest pickup time: 0.82, latest pick time: 0.95, pickup time: 0.18, earliest delivery time: 3.74, latest delivery time: 3.85, delivery time: 0.17]
[no:171, pickup point: 26, delivery point: 129, distance: 4.552, earliest pickup time: 0.82, latest pick time: 0.99, pickup time: 0.19, earliest delivery time: 2.39, latest delivery time: 2.63, delivery time: 0.19]
[no:172, pickup point: 14, delivery point: 66, distance: 3.688, earliest pickup time: 0.83, latest pick time: 1.01, pickup time: 0.17, earliest delivery time: 2.16, latest delivery time: 2.39, delivery time: 0.15]
[no:173, pickup point: 2, delivery point: 40, distance: 6.281, earliest pickup time: 0.83, latest pick time: 1.07, pickup time: 0.11, earliest delivery time: 2.86, latest delivery time: 3.01, delivery time: 0.18]
[no:174, pickup point: 19, delivery point: 107, distance: 2.046, earliest pickup time: 0.84, latest pick time: 1.04, pickup time: 0.16, earliest delivery time: 1.75, latest delivery time: 1.86, delivery time: 0.19]
[no:175, pickup point: 28, delivery point: 56, distance: 5.26, earliest pickup time: 0.84, latest pick time: 1.05, pickup time: 0.16, earliest delivery time: 2.62, latest delivery time: 2.73, delivery time: 0.16]
[no:176, pickup point: 9, delivery point: 107, distance: 2.468, earliest pickup time: 0.84, latest pick time: 1.08, pickup time: 0.12, earliest delivery time: 1.85, latest delivery time: 2.04, delivery time: 0.19]
[no:177, pickup point: 14, delivery point: 51, distance: 6.413, earliest pickup time: 0.85, latest pick time: 0.97, pickup time: 0.16, earliest delivery time: 2.84, latest delivery time: 3.0, delivery time: 0.15]
[no:178, pickup point: 38, delivery point: 136, distance: 3.765, earliest pickup time: 0.85, latest pick time: 1.03, pickup time: 0.13, earliest delivery time: 2.17, latest delivery time: 2.38, delivery time: 0.16]
[no:179, pickup point: 13, delivery point: 71, distance: 4.813, earliest pickup time: 0.85, latest pick time: 1.04, pickup time: 0.12, earliest delivery time: 2.45, latest delivery time: 2.66, delivery time: 0.17]
[no:180, pickup point: 38, delivery point: 111, distance: 4.307, earliest pickup time: 0.85, latest pick time: 1.08, pickup time: 0.11, earliest delivery time: 2.34, latest delivery time: 2.48, delivery time: 0.17]
[no:181, pickup point: 38, delivery point: 81, distance: 2.678, earliest pickup time: 0.86, latest pick time: 0.99, pickup time: 0.11, earliest delivery time: 1.82, latest delivery time: 1.97, delivery time: 0.14]
[no:182, pickup point: 11, delivery point: 49, distance: 7.669, earliest pickup time: 0.86, latest pick time: 1.03, pickup time: 0.15, earliest delivery time: 3.23, latest delivery time: 3.36, delivery time: 0.11]
[no:183, pickup point: 29, delivery point: 85, distance: 4.432, earliest pickup time: 0.86, latest pick time: 1.05, pickup time: 0.15, earliest delivery time: 2.38, latest delivery time: 2.59, delivery time: 0.18]
[no:184, pickup point: 16, delivery point: 62, distance: 4.008, earliest pickup time: 0.87, latest pick time: 1.05, pickup time: 0.18, earliest delivery time: 2.3, latest delivery time: 2.49, delivery time: 0.19]
[no:185, pickup point: 33, delivery point: 55, distance: 6.237, earliest pickup time: 0.87, latest pick time: 1.05, pickup time: 0.18, earliest delivery time: 2.9, latest delivery time: 3.13, delivery time: 0.11]
[no:186, pickup point: 17, delivery point: 95, distance: 6.118, earliest pickup time: 0.87, latest pick time: 1.07, pickup time: 0.11, earliest delivery time: 2.81, latest delivery time: 2.98, delivery time: 0.11]
[no:187, pickup point: 34, delivery point: 42, distance: 7.93, earliest pickup time: 0.88, latest pick time: 1.03, pickup time: 0.16, earliest delivery time: 3.31, latest delivery time: 3.45, delivery time: 0.11]
[no:188, pickup point: 5, delivery point: 68, distance: 1.169, earliest pickup time: 0.9, latest pick time: 1.08, pickup time: 0.19, earliest delivery time: 1.58, latest delivery time: 1.74, delivery time: 0.13]
[no:189, pickup point: 24, delivery point: 78, distance: 6.11, earliest pickup time: 0.9, latest pick time: 1.09, pickup time: 0.11, earliest delivery time: 2.83, latest delivery time: 3.01, delivery time: 0.16]
[no:190, pickup point: 31, delivery point: 124, distance: 5.999, earliest pickup time: 0.9, latest pick time: 1.14, pickup time: 0.1, earliest delivery time: 2.84, latest delivery time: 2.94, delivery time: 0.12]
[no:191, pickup point: 19, delivery point: 114, distance: 3.069, earliest pickup time: 0.91, latest pick time: 1.12, pickup time: 0.16, earliest delivery time: 2.1, latest delivery time: 2.27, delivery time: 0.12]
[no:192, pickup point: 28, delivery point: 58, distance: 4.75, earliest pickup time: 0.92, latest pick time: 1.03, pickup time: 0.11, earliest delivery time: 2.41, latest delivery time: 2.55, delivery time: 0.13]
[no:193, pickup point: 31, delivery point: 65, distance: 6.807, earliest pickup time: 0.92, latest pick time: 1.05, pickup time: 0.15, earliest delivery time: 3.01, latest delivery time: 3.12, delivery time: 0.18]
[no:194, pickup point: 1, delivery point: 49, distance: 5.886, earliest pickup time: 0.92, latest pick time: 1.07, pickup time: 0.19, earliest delivery time: 2.83, latest delivery time: 3.06, delivery time: 0.12]
